customer_id,segment_name,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_total,ticket_count,return_rate,sessions_30d,last_visit_days_ago,loyalty_tier
CUST00307,Needs Attention,32,3,2114.17,4,3,3,10,1,33.3,0,13,Gold
CUST00308,Dormant,66,2,1535.15,3,2,2,7,0,0.0,7,27,Platinum
CUST00309,Dormant,8,3,2731.6099999999997,5,3,4,12,0,0.0,13,12,Not Enrolled
CUST00310,Needs Attention,22,1,578.27,4,1,1,6,1,100.0,5,8,Not Enrolled
CUST00311,Dormant,48,1,1336.82,3,1,2,6,0,0.0,4,0,Silver
CUST00312,Dormant,64,1,486.27,3,1,1,5,0,0.0,9,7,Not Enrolled
CUST00313,Dormant,162,1,769.77,1,1,1,3,1,0.0,16,37,Not Enrolled
CUST00314,New Customers,16,1,560.98,5,1,1,7,0,0.0,0,14,Not Enrolled
CUST00315,Needs Attention,17,10,10137.960000000001,5,5,5,15,2,0.0,11,0,Platinum
CUST00316,Needs Attention,97,2,1079.82,2,2,2,6,1,50.0,1,30,Silver
CUST00317,Dormant,100,1,1353.24,2,1,2,5,0,0.0,8,25,Not Enrolled
CUST00318,Loyal Customers,47,5,5959.01,3,4,5,12,1,0.0,2,8,Silver
CUST00319,At-Risk,147,6,2585.4700000000003,2,5,4,11,0,0.0,0,29,Silver
CUST00320,Champions,25,7,5001.34,4,5,5,14,1,0.0,10,19,Not Enrolled
CUST00321,Needs Attention,116,6,3100.54,2,5,4,11,2,0.0,1,20,Silver
CUST00322,Champions,4,5,3351.86,5,4,4,13,0,0.0,5,2,Silver
CUST00323,Champions,5,8,7225.06,5,5,5,15,0,0.0,6,9,Gold
CUST00324,Needs Attention,274,4,6039.5599999999995,1,4,5,10,2,25.0,0,60,Not Enrolled
CUST00325,Dormant,44,3,3542.89,4,3,4,11,0,0.0,6,7,Not Enrolled
CUST00326,At-Risk,124,3,1868.65,2,3,3,8,1,0.0,7,26,Platinum
CUST00327,Dormant,2,3,1087.67,5,3,2,10,0,0.0,7,14,Gold
CUST00328,Dormant,322,1,371.68,1,1,1,3,0,0.0,2,60,Not Enrolled
CUST00329,New Customers,1,1,299.28,5,1,1,7,0,0.0,1,0,Gold
CUST00330,Dormant,74,3,1307.8000000000002,3,3,2,8,1,0.0,1,12,Gold
CUST00331,Needs Attention,151,5,3450.66,1,4,4,9,2,20.0,1,27,Silver
CUST00332,Needs Attention,24,2,2059.8,4,2,3,9,2,50.0,0,6,Silver
CUST00333,Dormant,75,1,870.15,3,1,2,6,0,0.0,3,21,Not Enrolled
CUST00334,Needs Attention,85,3,2170.31,3,3,3,9,1,33.3,2,29,Silver
CUST00335,Needs Attention,148,3,2480.1,1,3,3,7,2,0.0,7,22,Not Enrolled
CUST00336,Loyal Customers,29,4,1900.82,4,4,3,11,0,0.0,5,2,Not Enrolled
CUST00337,New Customers,7,2,1887.73,5,2,3,10,1,0.0,2,9,Not Enrolled
CUST00338,Needs Attention,12,1,887.38,5,1,2,8,1,100.0,6,8,Not Enrolled
CUST00339,At-Risk,92,4,2671.88,2,4,4,10,1,25.0,13,12,Silver
CUST00340,Champions,46,8,5565.53,4,5,5,14,1,12.5,8,10,Gold
CUST00341,New Customers,19,1,790.16,5,1,2,8,0,0.0,11,5,Not Enrolled
CUST00342,Dormant,1,3,2620.58,5,3,4,12,1,0.0,9,4,Gold
CUST00343,At-Risk,94,5,2489.52,2,4,3,9,0,0.0,7,20,Not Enrolled
CUST00344,Needs Attention,189,5,4461.57,1,4,5,10,4,0.0,5,41,Silver
CUST00345,Champions,3,5,5510.36,5,4,5,14,1,0.0,15,0,Silver
CUST00346,Needs Attention,72,11,10011.3,3,5,5,13,2,18.2,13,7,Not Enrolled
CUST00347,At-Risk,184,4,3311.46,1,4,4,9,1,0.0,8,45,Not Enrolled
CUST00348,Dormant,1,3,2509.74,5,3,3,11,0,0.0,14,4,Silver
CUST00349,Loyal Customers,74,4,3794.38,3,4,4,11,0,0.0,2,18,Silver
CUST00350,New Customers,41,1,537.51,4,1,1,6,0,0.0,18,0,Not Enrolled
CUST00351,Needs Attention,9,7,7447.2,5,5,5,15,3,14.3,4,1,Silver
CUST00352,New Customers,27,1,1000.77,4,1,2,7,0,0.0,13,16,Silver
CUST00353,At-Risk,118,4,1755.1200000000001,2,4,3,9,1,0.0,4,27,Not Enrolled
CUST00354,Loyal Customers,36,5,2894.64,4,4,4,12,1,0.0,4,16,Not Enrolled
CUST00355,Needs Attention,171,4,3405.2,1,4,4,9,2,0.0,4,32,Gold
CUST00356,Needs Attention,7,5,2474.34,5,4,3,12,2,0.0,10,7,Not Enrolled
CUST00357,New Customers,42,1,513.15,4,1,1,6,1,0.0,9,2,Silver
CUST00358,Dormant,101,2,1523.3600000000001,2,2,2,6,1,0.0,4,1,Not Enrolled
CUST00359,Champions,3,8,6332.549999999999,5,5,5,15,0,0.0,0,0,Not Enrolled
CUST00360,Champions,2,6,8052.9800000000005,5,5,5,15,0,0.0,1,0,Not Enrolled
CUST00361,Needs Attention,169,1,361.04,1,1,1,3,1,100.0,3,20,Not Enrolled
CUST00362,Loyal Customers,23,4,2137.19,4,4,3,11,1,0.0,12,7,Gold
CUST00363,New Customers,27,1,413.99,4,1,1,6,1,0.0,2,5,Not Enrolled
CUST00364,Needs Attention,359,3,2049.88,1,3,3,7,2,0.0,0,60,Not Enrolled
CUST00365,Dormant,158,1,1015.06,1,1,2,4,0,0.0,7,21,Not Enrolled
CUST00366,At-Risk,92,4,5279.17,2,4,5,11,1,0.0,2,26,Not Enrolled
CUST00367,Dormant,212,1,884.81,1,1,2,4,0,0.0,1,33,Silver
CUST00368,Needs Attention,55,1,348.81,3,1,1,5,1,100.0,7,12,Not Enrolled
CUST00369,Dormant,71,3,2263.62,3,3,3,9,0,0.0,7,0,Not Enrolled
CUST00370,Dormant,172,1,452.14,1,1,1,3,0,0.0,8,29,Platinum
CUST00371,At-Risk,124,3,2631.54,2,3,4,9,1,0.0,4,10,Not Enrolled
CUST00372,Dormant,56,1,431.11,3,1,1,5,1,0.0,2,18,Not Enrolled
CUST00373,Dormant,73,2,1612.8899999999999,3,2,3,8,0,0.0,9,20,Silver
CUST00374,Dormant,219,2,795.8299999999999,1,2,2,5,1,0.0,0,44,Not Enrolled
CUST00375,Loyal Customers,85,6,3564.29,3,5,4,12,1,0.0,2,17,Not Enrolled
CUST00376,Champions,45,8,5532.45,4,5,5,14,0,0.0,5,12,Not Enrolled
CUST00377,Loyal Customers,80,4,2214.32,3,4,3,10,0,0.0,10,16,Not Enrolled
CUST00378,At-Risk,99,1,1622.32,2,1,3,6,0,0.0,4,1,Not Enrolled
CUST00379,Dormant,75,2,1029.97,3,2,2,7,0,0.0,2,4,Not Enrolled
CUST00380,Champions,39,6,3460.9,4,5,4,13,1,0.0,8,0,Silver
CUST00381,Dormant,182,1,597.86,1,1,1,3,1,0.0,2,32,Gold
CUST00382,New Customers,45,2,766.55,4,2,1,7,0,0.0,6,7,Gold
CUST00383,Needs Attention,8,6,4050.1099999999997,5,5,5,15,3,16.7,14,1,Gold
CUST00384,New Customers,26,1,470.31,4,1,1,6,0,0.0,0,0,Not Enrolled
CUST00385,Needs Attention,63,7,5606.02,3,5,5,13,3,0.0,6,25,Silver
CUST00386,Champions,0,6,4989.88,5,5,5,15,1,0.0,13,1,Not Enrolled
CUST00387,New Customers,40,1,721.21,4,1,1,6,0,0.0,1,2,Silver
CUST00388,Loyal Customers,37,5,2574.36,4,4,4,12,1,0.0,6,0,Silver
CUST00389,Needs Attention,14,9,6570.38,5,5,5,15,3,0.0,11,14,Not Enrolled
CUST00390,Dormant,54,2,1639.4299999999998,3,2,3,8,1,0.0,4,5,Silver
CUST00391,Dormant,1,3,2830.86,5,3,4,12,0,0.0,4,0,Silver
CUST00392,At-Risk,133,7,5290.95,2,5,5,12,0,0.0,4,34,Silver
CUST00393,New Customers,12,2,2231.04,5,2,3,10,1,0.0,5,18,Not Enrolled
CUST00394,New Customers,1,1,404.19,5,1,1,7,1,0.0,12,4,Gold
CUST00395,Dormant,35,3,1418.71,4,3,2,9,1,0.0,12,13,Platinum
CUST00396,Champions,10,5,3031.7799999999997,5,4,4,13,1,0.0,10,0,Not Enrolled
CUST00397,Needs Attention,79,11,9647.73,3,5,5,13,4,0.0,3,22,Not Enrolled
CUST00398,Champions,8,4,2823.02,5,4,4,13,1,0.0,11,0,Gold
CUST00399,At-Risk,262,4,2749.65,1,4,4,9,0,0.0,3,45,Silver
CUST00400,New Customers,44,1,402.05,4,1,1,6,0,0.0,9,0,Gold
CUST00401,Dormant,66,1,568.99,3,1,1,5,1,0.0,2,12,Silver
CUST00402,At-Risk,132,3,1410.06,2,3,2,7,1,0.0,1,27,Gold
CUST00403,New Customers,21,2,2029.3200000000002,4,2,3,9,0,0.0,15,0,Not Enrolled
CUST00404,Needs Attention,193,6,4631.52,1,5,5,11,2,0.0,1,31,Gold
CUST00405,Needs Attention,2,1,282.03,5,1,1,7,1,100.0,4,5,Not Enrolled
CUST00406,Dormant,10,3,997.27,5,3,2,10,1,0.0,10,5,Not Enrolled
CUST00407,New Customers,18,1,1569.01,5,1,3,9,0,0.0,0,11,Not Enrolled
CUST00408,Needs Attention,40,7,4155.91,4,5,5,14,4,14.3,0,0,Not Enrolled
CUST00409,Needs Attention,58,7,4946.35,3,5,5,13,3,42.9,11,4,Not Enrolled
CUST00410,New Customers,1,2,1365.22,5,2,2,9,1,0.0,16,0,Gold
CUST00411,At-Risk,253,1,1756.76,1,1,3,5,0,0.0,1,54,Not Enrolled
CUST00412,Dormant,529,1,1486.51,1,1,2,4,0,0.0,0,60,Not Enrolled
CUST00413,Needs Attention,26,3,1644.89,4,3,3,10,2,33.3,16,0,Platinum
CUST00414,Needs Attention,3,1,311.44,5,1,1,7,1,100.0,5,0,Not Enrolled
CUST00415,At-Risk,120,2,2282.07,2,2,3,7,1,0.0,1,11,Not Enrolled
CUST00416,New Customers,28,2,1020.28,4,2,2,8,1,0.0,4,11,Silver
CUST00417,At-Risk,151,4,2750.0299999999997,1,4,4,9,0,0.0,0,28,Not Enrolled
CUST00418,New Customers,5,2,1919.75,5,2,3,10,1,0.0,8,0,Not Enrolled
CUST00419,At-Risk,98,2,1795.1,2,2,3,7,0,0.0,12,30,Not Enrolled
CUST00420,Champions,18,4,4050.29,5,4,5,14,1,0.0,14,0,Not Enrolled
CUST00421,Needs Attention,0,7,5557.389999999999,5,5,5,15,2,14.3,4,0,Not Enrolled
CUST00422,Dormant,125,2,1075.03,2,2,2,6,0,0.0,7,26,Platinum
CUST00423,At-Risk,135,3,2349.76,2,3,3,8,0,0.0,1,39,Silver
CUST00424,Dormant,113,2,1297.49,2,2,2,6,1,0.0,5,33,Not Enrolled
CUST00425,Dormant,113,2,1502.44,2,2,2,6,0,0.0,12,25,Not Enrolled
CUST00426,Dormant,77,2,1478.25,3,2,2,7,0,0.0,8,18,Not Enrolled
CUST00427,Needs Attention,1,2,331.53,5,2,1,8,1,50.0,4,6,Silver
CUST00428,Loyal Customers,74,5,2817.05,3,4,4,11,1,0.0,1,10,Not Enrolled
CUST00429,New Customers,6,1,432.48,5,1,1,7,1,0.0,13,9,Silver
CUST00430,Dormant,22,3,2369.81,4,3,3,10,0,0.0,0,0,Silver
CUST00431,Dormant,154,2,903.65,1,2,2,5,0,0.0,1,31,Gold
CUST00432,At-Risk,112,4,5036.07,2,4,5,11,0,0.0,9,18,Not Enrolled
CUST00433,Needs Attention,36,6,4884.34,4,5,5,14,4,0.0,10,6,Silver
CUST00434,Dormant,293,2,1034.35,1,2,2,5,0,0.0,2,47,Not Enrolled
CUST00435,Needs Attention,200,3,1740.56,1,3,3,7,1,33.3,1,48,Silver
CUST00436,Loyal Customers,49,4,2770.92,3,4,4,11,0,0.0,2,23,Not Enrolled
CUST00437,Dormant,151,1,729.22,1,1,1,3,0,0.0,0,33,Silver
CUST00438,Needs Attention,64,3,2466.39,3,3,3,9,3,100.0,6,22,Platinum
CUST00439,Needs Attention,119,3,1981.34,2,3,3,8,1,33.3,7,18,Silver
CUST00440,Dormant,64,1,325.03,3,1,1,5,1,0.0,5,8,Silver
CUST00441,Dormant,211,1,786.67,1,1,2,4,1,0.0,1,33,Silver
CUST00442,Champions,69,8,4905.34,3,5,5,13,1,0.0,2,22,Gold
CUST00443,At-Risk,265,3,1694.35,1,3,3,7,0,0.0,2,54,Not Enrolled
CUST00444,Dormant,232,1,520.84,1,1,1,3,0,0.0,1,51,Not Enrolled
CUST00445,New Customers,26,1,1594.8,4,1,3,8,0,0.0,4,5,Silver
CUST00446,New Customers,26,1,521.16,4,1,1,6,0,0.0,9,3,Not Enrolled
CUST00447,Needs Attention,36,7,3091.4,4,5,4,13,2,14.3,6,18,Not Enrolled
CUST00448,Needs Attention,136,5,4291.91,2,4,5,11,3,40.0,11,18,Not Enrolled
CUST00449,Dormant,209,2,661.52,1,2,1,4,0,0.0,1,60,Not Enrolled
CUST00450,New Customers,44,1,862.9,4,1,2,7,0,0.0,5,2,Silver
CUST00451,Needs Attention,29,4,3636.0,4,4,4,12,2,25.0,3,4,Silver
CUST00452,At-Risk,256,6,1929.85,1,5,3,9,1,0.0,2,53,Not Enrolled
CUST00453,Champions,17,4,3032.93,5,4,4,13,1,0.0,1,6,Silver
CUST00454,Needs Attention,13,4,2655.42,5,4,4,13,2,0.0,17,0,Platinum
CUST00455,At-Risk,273,3,1616.76,1,3,3,7,1,0.0,0,51,Not Enrolled
CUST00456,At-Risk,147,4,3440.2,2,4,4,10,1,0.0,0,37,Not Enrolled
CUST00457,Dormant,321,2,1371.21,1,2,2,5,0,0.0,1,60,Not Enrolled
CUST00458,New Customers,4,2,1371.81,5,2,2,9,0,0.0,4,15,Gold
CUST00459,Needs Attention,237,3,2928.0299999999997,1,3,4,8,2,33.3,5,49,Not Enrolled
CUST00460,Champions,19,11,9241.95,5,5,5,15,1,9.1,8,14,Not Enrolled
CUST00461,At-Risk,194,4,1579.47,1,4,3,8,0,0.0,3,41,Not Enrolled
CUST00462,Dormant,35,3,2689.5,4,3,4,11,1,0.0,2,0,Not Enrolled
CUST00463,Champions,29,4,5048.68,4,4,5,13,0,0.0,0,3,Not Enrolled
CUST00464,Needs Attention,106,10,6495.79,2,5,5,12,3,10.0,6,20,Platinum
CUST00465,Dormant,177,1,1298.74,1,1,2,4,0,0.0,3,34,Not Enrolled
CUST00466,Needs Attention,25,10,5238.91,4,5,5,14,2,10.0,9,2,Gold
CUST00467,New Customers,3,2,1180.98,5,2,2,9,0,0.0,7,0,Silver
CUST00468,Needs Attention,198,2,1077.8600000000001,1,2,2,5,1,50.0,1,36,Platinum
CUST00469,Dormant,19,3,1886.95,5,3,3,11,0,0.0,8,5,Not Enrolled
CUST00470,Needs Attention,166,5,3508.62,1,4,4,9,2,0.0,1,41,Silver
CUST00471,Dormant,126,1,307.23,2,1,1,4,0,0.0,5,27,Not Enrolled
CUST00472,At-Risk,114,3,2846.8,2,3,4,9,0,0.0,0,29,Not Enrolled
CUST00473,Needs Attention,121,6,3513.72,2,5,4,11,2,16.7,0,25,Silver
CUST00474,Needs Attention,22,3,1652.35,4,3,3,10,1,33.3,5,1,Not Enrolled
CUST00475,Champions,39,9,6914.04,4,5,5,14,0,0.0,2,6,Not Enrolled
CUST00476,Needs Attention,140,7,6233.25,2,5,5,12,3,14.3,6,24,Platinum
CUST00477,Loyal Customers,60,4,3034.67,3,4,4,11,0,0.0,2,11,Not Enrolled
CUST00478,New Customers,31,2,862.04,4,2,2,8,0,0.0,8,0,Silver
CUST00479,Dormant,269,1,319.34,1,1,1,3,1,0.0,5,42,Not Enrolled
CUST00480,At-Risk,148,7,4227.82,1,5,5,11,0,0.0,2,28,Gold
CUST00481,New Customers,43,2,934.12,4,2,2,8,0,0.0,10,4,Gold
CUST00482,Loyal Customers,32,4,2177.14,4,4,3,11,0,0.0,15,19,Silver
CUST00483,At-Risk,107,7,4120.83,2,5,5,12,1,14.3,3,10,Gold
CUST00484,Needs Attention,62,5,5407.55,3,4,5,12,3,20.0,9,16,Not Enrolled
CUST00485,Needs Attention,228,5,2971.02,1,4,4,9,2,0.0,1,49,Not Enrolled
CUST00486,New Customers,44,1,810.16,4,1,2,7,0,0.0,10,9,Not Enrolled
CUST00487,Needs Attention,29,7,2642.71,4,5,4,13,6,14.3,2,14,Silver
CUST00488,At-Risk,217,4,2427.65,1,4,3,8,0,0.0,8,51,Silver
CUST00489,Dormant,210,1,963.44,1,1,2,4,0,0.0,10,32,Gold
CUST00490,Needs Attention,7,1,557.54,5,1,1,7,1,100.0,8,11,Not Enrolled
CUST00491,Needs Attention,97,1,540.89,2,1,1,4,1,100.0,10,20,Silver
CUST00492,Champions,61,6,5426.94,3,5,5,13,1,16.7,0,16,Not Enrolled
CUST00493,Needs Attention,108,2,1757.06,2,2,3,7,1,50.0,10,21,Silver
CUST00494,New Customers,11,1,660.15,5,1,1,7,0,0.0,6,0,Not Enrolled
CUST00495,New Customers,45,2,2001.5900000000001,4,2,3,9,0,0.0,4,0,Silver
CUST00496,New Customers,35,1,1586.18,4,1,3,8,0,0.0,4,10,Not Enrolled
CUST00497,At-Risk,159,1,1724.62,1,1,3,5,0,0.0,1,32,Not Enrolled
CUST00498,New Customers,24,2,970.31,4,2,2,8,0,0.0,3,0,Not Enrolled
CUST00499,Dormant,18,3,2917.37,5,3,4,12,1,0.0,1,9,Silver
CUST00500,Dormant,43,3,3208.81,4,3,4,11,0,0.0,10,12,Not Enrolled
CUST00501,Champions,20,4,2834.75,5,4,4,13,1,0.0,4,5,Gold
CUST00502,New Customers,17,2,1615.2400000000002,5,2,3,10,0,0.0,13,0,Not Enrolled
CUST00503,Needs Attention,48,7,4458.49,3,5,5,13,3,14.3,4,7,Gold
CUST00504,New Customers,15,1,1602.01,5,1,3,9,0,0.0,9,4,Not Enrolled
CUST00505,Dormant,125,1,1027.23,2,1,2,5,0,0.0,9,32,Not Enrolled
CUST00506,Needs Attention,38,9,8243.95,4,5,5,14,4,0.0,0,15,Platinum
CUST00507,At-Risk,120,2,3345.6800000000003,2,2,4,8,0,0.0,1,26,Silver
CUST00508,Dormant,148,1,717.51,1,1,1,3,0,0.0,6,37,Not Enrolled
CUST00509,New Customers,21,1,954.21,4,1,2,7,0,0.0,9,4,Not Enrolled
CUST00510,At-Risk,162,4,3630.48,1,4,4,9,1,25.0,4,29,Not Enrolled
CUST00511,Champions,5,4,2778.7,5,4,4,13,1,0.0,18,5,Silver
CUST00512,Loyal Customers,16,4,2468.63,5,4,3,12,1,0.0,6,9,Silver
CUST00513,Needs Attention,27,8,5289.39,4,5,5,14,3,0.0,6,8,Not Enrolled
CUST00514,At-Risk,93,1,1687.55,2,1,3,6,0,0.0,11,13,Not Enrolled
CUST00515,New Customers,6,2,1540.13,5,2,3,10,1,0.0,2,2,Not Enrolled
CUST00516,New Customers,27,1,623.59,4,1,1,6,0,0.0,9,7,Platinum
CUST00517,Needs Attention,59,5,2777.25,3,4,4,11,2,0.0,2,8,Not Enrolled
CUST00518,New Customers,23,1,226.9,4,1,1,6,0,0.0,5,0,Gold
CUST00519,Dormant,81,1,412.42,3,1,1,5,0,0.0,0,11,Gold
CUST00520,Champions,2,5,3130.28,5,4,4,13,0,0.0,2,0,Not Enrolled
CUST00521,Champions,42,7,3626.0699999999997,4,5,4,13,1,0.0,5,8,Not Enrolled
CUST00522,At-Risk,462,1,1688.22,1,1,3,5,0,0.0,1,60,Not Enrolled
CUST00523,Dormant,29,3,2606.67,4,3,4,11,1,0.0,7,12,Not Enrolled
CUST00524,Needs Attention,11,10,7161.96,5,5,5,15,2,10.0,10,11,Silver
CUST00525,At-Risk,220,4,1916.75,1,4,3,8,0,0.0,1,56,Not Enrolled
CUST00526,New Customers,2,1,1131.41,5,1,2,8,0,0.0,6,0,Silver
CUST00527,At-Risk,113,6,5554.469999999999,2,5,5,12,0,0.0,1,23,Silver
CUST00528,New Customers,14,1,556.1,5,1,1,7,0,0.0,12,9,Not Enrolled
CUST00529,Dormant,63,1,1129.52,3,1,2,6,1,0.0,11,0,Not Enrolled
CUST00530,Dormant,57,3,2183.4300000000003,3,3,3,9,0,0.0,2,13,Gold
CUST00531,New Customers,43,2,648.41,4,2,1,7,1,0.0,1,19,Not Enrolled
CUST00532,At-Risk,118,4,4895.42,2,4,5,11,1,0.0,1,24,Not Enrolled
CUST00533,New Customers,4,1,149.0,5,1,1,7,1,0.0,9,0,Not Enrolled
CUST00534,Loyal Customers,74,5,3110.46,3,4,4,11,1,0.0,4,18,Silver
CUST00535,At-Risk,138,5,5156.9,2,4,5,11,0,0.0,5,23,Silver
CUST00536,Loyal Customers,55,4,4432.75,3,4,5,12,0,0.0,14,1,Not Enrolled
CUST00537,New Customers,2,1,447.58,5,1,1,7,0,0.0,4,5,Not Enrolled
CUST00538,Champions,70,6,4026.69,3,5,5,13,0,0.0,5,10,Not Enrolled
CUST00539,Needs Attention,65,8,7874.25,3,5,5,13,3,0.0,1,11,Silver
CUST00540,Needs Attention,56,7,5087.94,3,5,5,13,3,0.0,3,16,Gold
CUST00541,At-Risk,132,5,3404.94,2,4,4,10,1,0.0,1,31,Not Enrolled
CUST00542,Dormant,54,1,576.88,3,1,1,5,0,0.0,1,15,Not Enrolled
CUST00543,At-Risk,197,4,2320.55,1,4,3,8,0,0.0,2,37,Not Enrolled
CUST00544,Dormant,85,2,2284.46,3,2,3,8,0,0.0,6,21,Gold
CUST00545,New Customers,1,1,603.57,5,1,1,7,1,0.0,9,0,Silver
CUST00546,New Customers,3,2,2127.37,5,2,3,10,0,0.0,12,0,Silver
CUST00547,Needs Attention,39,1,1001.24,4,1,2,7,1,100.0,6,10,Gold
CUST00548,Dormant,165,1,858.7,1,1,2,4,0,0.0,6,24,Not Enrolled
CUST00549,Dormant,132,2,1035.57,2,2,2,6,1,0.0,1,31,Silver
CUST00550,New Customers,11,1,525.8,5,1,1,7,0,0.0,0,3,Not Enrolled
CUST00551,Dormant,25,3,1964.0,4,3,3,10,0,0.0,10,8,Gold
CUST00552,New Customers,4,1,567.45,5,1,1,7,0,0.0,12,1,Gold
CUST00553,At-Risk,293,4,3183.11,1,4,4,9,0,0.0,2,56,Not Enrolled
CUST00554,Dormant,7,3,1402.26,5,3,2,10,0,0.0,10,8,Platinum
CUST00555,Needs Attention,45,3,1924.03,4,3,3,10,2,0.0,3,2,Gold
CUST00556,New Customers,26,1,936.16,4,1,2,7,1,0.0,1,0,Not Enrolled
CUST00557,Champions,16,6,4460.42,5,5,5,15,1,0.0,17,16,Silver
CUST00558,Dormant,399,2,679.0699999999999,1,2,1,4,0,0.0,1,60,Not Enrolled
CUST00559,New Customers,1,2,1344.49,5,2,2,9,0,0.0,2,0,Not Enrolled
CUST00560,Dormant,231,1,1135.13,1,1,2,4,0,0.0,1,51,Not Enrolled
CUST00561,New Customers,4,1,256.33,5,1,1,7,1,0.0,16,0,Gold
CUST00562,Needs Attention,259,2,899.8599999999999,1,2,2,5,2,50.0,1,45,Not Enrolled
CUST00563,Dormant,105,2,887.86,2,2,2,6,0,0.0,1,20,Silver
CUST00564,Needs Attention,130,8,4592.1900000000005,2,5,5,12,3,0.0,10,27,Gold
CUST00565,New Customers,39,1,275.55,4,1,1,6,0,0.0,10,7,Platinum
CUST00566,New Customers,22,1,657.76,4,1,1,6,0,0.0,25,3,Not Enrolled
CUST00567,Champions,3,8,4922.05,5,5,5,15,1,0.0,9,0,Not Enrolled
CUST00568,New Customers,34,1,482.12,4,1,1,6,0,0.0,3,10,Silver
CUST00569,Dormant,113,1,430.0,2,1,1,4,0,0.0,7,23,Not Enrolled
CUST00570,Needs Attention,168,3,2545.7200000000003,1,3,3,7,1,33.3,0,27,Not Enrolled
CUST00571,Needs Attention,32,1,598.14,4,1,1,6,1,100.0,5,4,Not Enrolled
CUST00572,Loyal Customers,51,6,3305.75,3,5,4,12,0,0.0,8,24,Not Enrolled
CUST00573,At-Risk,125,5,2912.39,2,4,4,10,1,0.0,0,25,Silver
CUST00574,Champions,5,7,5871.91,5,5,5,15,1,0.0,14,0,Gold
CUST00575,Dormant,83,1,548.72,3,1,1,5,1,0.0,6,32,Silver
CUST00576,New Customers,46,2,799.27,4,2,2,8,0,0.0,15,27,Not Enrolled
CUST00577,Loyal Customers,72,5,3560.2299999999996,3,4,4,11,1,0.0,7,26,Platinum
CUST00578,At-Risk,376,2,3054.7200000000003,1,2,4,7,0,0.0,2,60,Not Enrolled
CUST00579,New Customers,10,1,301.68,5,1,1,7,0,0.0,1,1,Not Enrolled
CUST00580,Dormant,74,1,713.84,3,1,1,5,0,0.0,4,17,Not Enrolled
CUST00581,Dormant,76,2,1527.79,3,2,2,7,0,0.0,0,11,Gold
CUST00582,Dormant,286,1,392.06,1,1,1,3,1,0.0,2,60,Not Enrolled
CUST00583,At-Risk,263,4,3652.46,1,4,4,9,1,0.0,2,51,Not Enrolled
CUST00584,Dormant,83,1,591.05,3,1,1,5,0,0.0,9,12,Not Enrolled
CUST00585,Needs Attention,113,8,5368.63,2,5,5,12,2,0.0,15,9,Not Enrolled
CUST00586,Needs Attention,128,4,1853.61,2,4,3,9,2,0.0,1,22,Gold
CUST00587,New Customers,18,1,275.79,5,1,1,7,0,0.0,10,7,Gold
CUST00588,Dormant,76,1,649.95,3,1,1,5,0,0.0,6,0,Silver
CUST00589,Loyal Customers,71,5,4196.7699999999995,3,4,5,12,1,0.0,4,0,Silver
CUST00590,Needs Attention,140,3,3961.05,2,3,4,9,2,0.0,7,25,Not Enrolled
CUST00591,Dormant,69,2,1767.15,3,2,3,8,1,0.0,2,11,Not Enrolled
CUST00592,New Customers,20,2,1084.48,5,2,2,9,0,0.0,3,1,Not Enrolled
CUST00593,Loyal Customers,29,5,3602.31,4,4,4,12,1,0.0,9,19,Platinum
CUST00594,Dormant,91,1,448.78,2,1,1,4,0,0.0,0,16,Not Enrolled
CUST00595,Champions,20,5,2849.27,5,4,4,13,0,0.0,9,6,Silver
CUST00596,Needs Attention,50,4,2927.96,3,4,4,11,3,0.0,13,9,Gold
CUST00597,Needs Attention,52,4,3041.18,3,4,4,11,2,0.0,0,9,Silver
CUST00598,New Customers,7,2,1082.0300000000002,5,2,2,9,0,0.0,20,13,Not Enrolled
CUST00599,At-Risk,169,4,2898.52,1,4,4,9,1,0.0,2,29,Not Enrolled
CUST00600,At-Risk,263,3,1248.1399999999999,1,3,2,6,0,0.0,3,53,Not Enrolled
CUST00601,Dormant,70,1,537.85,3,1,1,5,0,0.0,8,15,Gold
CUST00602,Dormant,91,1,171.18,2,1,1,4,0,0.0,5,21,Gold
CUST00603,Needs Attention,10,9,4869.21,5,5,5,15,4,0.0,12,0,Gold
CUST00604,Dormant,90,1,761.72,2,1,1,4,0,0.0,2,16,Not Enrolled
CUST00605,Needs Attention,160,5,3199.79,1,4,4,9,2,0.0,8,33,Silver
CUST00606,Dormant,120,1,240.15,2,1,1,4,0,0.0,7,28,Gold
CUST00607,At-Risk,249,3,2332.76,1,3,3,7,0,0.0,9,55,Not Enrolled
CUST00608,Dormant,27,3,2455.49,4,3,3,10,1,0.0,7,5,Gold
CUST00609,Needs Attention,6,5,4581.16,5,4,5,14,2,0.0,6,0,Silver
CUST00610,Needs Attention,22,5,3975.59,4,4,4,12,2,40.0,10,7,Not Enrolled
CUST00611,Needs Attention,235,4,3472.66,1,4,4,9,3,25.0,5,60,Not Enrolled
CUST00612,Dormant,48,2,2120.98,3,2,3,8,0,0.0,9,1,Platinum
CUST00613,Needs Attention,4,6,4895.57,5,5,5,15,2,0.0,14,7,Silver
CUST00614,Dormant,196,1,267.96,1,1,1,3,0,0.0,1,38,Gold
CUST00615,Needs Attention,34,1,446.03,4,1,1,6,1,100.0,4,6,Not Enrolled
